Entry	Entry Name	Protein names	Gene Names	Organism	Length	Keywords
A4IS20	GLGA_GEOTN	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA GTNG_2779	Geobacillus thermodenitrificans (strain NG80-2)	485	Glycogen biosynthesis;Glycosyltransferase;Transferase
A4ISR7	HIS1_GEOTN	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG GTNG_3026	Geobacillus thermodenitrificans (strain NG80-2)	207	Amino-acid biosynthesis;ATP-binding;Cytoplasm;Glycosyltransferase;Histidine biosynthesis;Nucleotide-binding;Transferase
A4IWJ7	LPXB_FRATW	Lipid-A-disaccharide synthase (EC 2.4.1.182)	lpxB FTW_0358	Francisella tularensis subsp. tularensis (strain WY96-3418)	380	Glycosyltransferase;Lipid A biosynthesis;Lipid biosynthesis;Lipid metabolism;Transferase
A4IZJ9	GLGA_FRATW	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA FTW_1657	Francisella tularensis subsp. tularensis (strain WY96-3418)	489	Glycogen biosynthesis;Glycosyltransferase;Transferase
A4J146	TRPD_DESRM	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD Dred_0250	Desulforamulus reducens (strain ATCC BAA-1160 / DSM 100696 / MI-1) (Desulfotomaculum reducens)	345	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Reference proteome;Transferase;Tryptophan biosynthesis
A4J2G8	APT_DESRM	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt Dred_0732	Desulforamulus reducens (strain ATCC BAA-1160 / DSM 100696 / MI-1) (Desulfotomaculum reducens)	172	Cytoplasm;Glycosyltransferase;Purine salvage;Reference proteome;Transferase
A4J4I4	GLGA_DESRM	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA Dred_1457	Desulforamulus reducens (strain ATCC BAA-1160 / DSM 100696 / MI-1) (Desulfotomaculum reducens)	480	Glycogen biosynthesis;Glycosyltransferase;Reference proteome;Transferase
A4J829	COBT_DESRM	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (NN:DBI PRT) (EC 2.4.2.21) (N(1)-alpha-phosphoribosyltransferase)	cobT Dred_2728	Desulforamulus reducens (strain ATCC BAA-1160 / DSM 100696 / MI-1) (Desulfotomaculum reducens)	351	Cobalamin biosynthesis;Glycosyltransferase;Reference proteome;Transferase
A4JAW2	HIS1_BURVG	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG Bcep1808_0403	Burkholderia vietnamiensis (strain G4 / LMG 22486) (Burkholderia cepacia (strain R1808))	217	Amino-acid biosynthesis;ATP-binding;Cytoplasm;Glycosyltransferase;Histidine biosynthesis;Nucleotide-binding;Transferase
A4JB68	TRPD_BURVG	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD Bcep1808_0509	Burkholderia vietnamiensis (strain G4 / LMG 22486) (Burkholderia cepacia (strain R1808))	343	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Transferase;Tryptophan biosynthesis
A4JF62	LPXB_BURVG	Lipid-A-disaccharide synthase (EC 2.4.1.182)	lpxB Bcep1808_1912	Burkholderia vietnamiensis (strain G4 / LMG 22486) (Burkholderia cepacia (strain R1808))	389	Glycosyltransferase;Lipid A biosynthesis;Lipid biosynthesis;Lipid metabolism;Transferase
A4JHX7	APT_BURVG	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt Bcep1808_2889	Burkholderia vietnamiensis (strain G4 / LMG 22486) (Burkholderia cepacia (strain R1808))	188	Cytoplasm;Glycosyltransferase;Purine salvage;Transferase
A4QB40	MSHA_CORGB	D-inositol 3-phosphate glycosyltransferase (EC 2.4.1.250) (N-acetylglucosamine-inositol-phosphate N-acetylglucosaminyltransferase) (GlcNAc-Ins-P N-acetylglucosaminyltransferase)	mshA cgR_0473	Corynebacterium glutamicum (strain R)	418	Glycosyltransferase;Magnesium;Metal-binding;Transferase
A4QE90	HIS1_CORGB	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG cgR_1564	Corynebacterium glutamicum (strain R)	281	Amino-acid biosynthesis;ATP-binding;Cytoplasm;Glycosyltransferase;Histidine biosynthesis;Magnesium;Metal-binding;Nucleotide-binding;Transferase
A4QEI8	PYRR_CORGB	Bifunctional protein PyrR [Includes: Pyrimidine operon regulatory protein; Uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9)]	pyrR cgR_1662	Corynebacterium glutamicum (strain R)	192	Glycosyltransferase;Transcription;Transcription regulation;Transferase
A4QFR5	COBT_CORGB	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (NN:DBI PRT) (EC 2.4.2.21) (N(1)-alpha-phosphoribosyltransferase)	cobT cgR_2081	Corynebacterium glutamicum (strain R)	358	Cobalamin biosynthesis;Glycosyltransferase;Transferase
A4QHG9	PYRE_CORGB	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE cgR_2670	Corynebacterium glutamicum (strain R)	184	Glycosyltransferase;Magnesium;Pyrimidine biosynthesis;Transferase
A4QI74	TRPD_CORGB	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD cgR_2918	Corynebacterium glutamicum (strain R)	348	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Transferase;Tryptophan biosynthesis
A4SCU9	GLGA_CHLPM	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA Cvib_0286	Chlorobium phaeovibrioides (strain DSM 265 / 1930) (Prosthecochloris vibrioformis (strain DSM 265))	489	Glycogen biosynthesis;Glycosyltransferase;Transferase
A4SCX0	HIS1_CHLPM	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG Cvib_0307	Chlorobium phaeovibrioides (strain DSM 265 / 1930) (Prosthecochloris vibrioformis (strain DSM 265))	294	Amino-acid biosynthesis;ATP-binding;Cytoplasm;Glycosyltransferase;Histidine biosynthesis;Magnesium;Metal-binding;Nucleotide-binding;Transferase
A4SEC8	COBT_CHLPM	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (NN:DBI PRT) (EC 2.4.2.21) (N(1)-alpha-phosphoribosyltransferase)	cobT Cvib_0822	Chlorobium phaeovibrioides (strain DSM 265 / 1930) (Prosthecochloris vibrioformis (strain DSM 265))	354	Cobalamin biosynthesis;Glycosyltransferase;Transferase
A4SFZ6	TRPD_CHLPM	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD Cvib_1394	Chlorobium phaeovibrioides (strain DSM 265 / 1930) (Prosthecochloris vibrioformis (strain DSM 265))	351	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Transferase;Tryptophan biosynthesis
A4SGU2	PYRE_CHLPM	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE Cvib_1691	Chlorobium phaeovibrioides (strain DSM 265 / 1930) (Prosthecochloris vibrioformis (strain DSM 265))	196	Glycosyltransferase;Magnesium;Pyrimidine biosynthesis;Transferase
A4SIE1	GLGA_AERS4	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA ASA_0496	Aeromonas salmonicida (strain A449)	486	Glycogen biosynthesis;Glycosyltransferase;Transferase
A4SKT3	TRPD_AERS4	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD ASA_1405	Aeromonas salmonicida (strain A449)	337	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Transferase;Tryptophan biosynthesis
A4SMN3	APT_AERS4	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt ASA_2089	Aeromonas salmonicida (strain A449)	181	Cytoplasm;Glycosyltransferase;Purine salvage;Transferase
A4SV53	TRPD_POLAQ	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD Pnuc_0146	Polynucleobacter asymbioticus (strain DSM 18221 / CIP 109841 / QLW-P1DMWA-1) (Polynucleobacter necessarius subsp. asymbioticus)	341	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Reference proteome;Transferase;Tryptophan biosynthesis
A4T324	MSHA_MYCGI	D-inositol 3-phosphate glycosyltransferase (EC 2.4.1.250) (N-acetylglucosamine-inositol-phosphate N-acetylglucosaminyltransferase) (GlcNAc-Ins-P N-acetylglucosaminyltransferase)	mshA Mflv_0086	Mycolicibacterium gilvum (strain PYR-GCK) (Mycobacterium gilvum (strain PYR-GCK))	442	Glycosyltransferase;Magnesium;Metal-binding;Transferase
A4TBH5	TRPD_MYCGI	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD Mflv_2957	Mycolicibacterium gilvum (strain PYR-GCK) (Mycobacterium gilvum (strain PYR-GCK))	364	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Transferase;Tryptophan biosynthesis
A4TJ65	TRPD_YERPP	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD YPDSF_0927	Yersinia pestis (strain Pestoides F)	332	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Transferase;Tryptophan biosynthesis
A4TPB0	APT_YERPP	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt YPDSF_2760	Yersinia pestis (strain Pestoides F)	187	Cytoplasm;Glycosyltransferase;Purine salvage;Transferase
A4TQU9	GLGA_YERPP	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA YPDSF_3304	Yersinia pestis (strain Pestoides F)	476	Glycogen biosynthesis;Glycosyltransferase;Transferase
A4TRB4	WECG_YERPP	UDP-N-acetyl-D-mannosaminuronic acid transferase (UDP-ManNAcA transferase) (EC 2.4.1.180)	wecG rffM YPDSF_3473	Yersinia pestis (strain Pestoides F)	246	Glycosyltransferase;Transferase
A4TRB6	WECF_YERPP	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase (EC 2.4.1.325) (4-alpha-L-fucosyltransferase) (TDP-Fuc4NAc:lipid II Fuc4NAc transferase) (Fuc4NAc transferase)	wecF rffT YPDSF_3475	Yersinia pestis (strain Pestoides F)	361	Cell inner membrane;Cell membrane;Glycosyltransferase;Membrane;Transferase
A4VHK0	TRPD_STUS1	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD PST_0746	Stutzerimonas stutzeri (strain A1501) (Pseudomonas stutzeri)	348	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Reference proteome;Transferase;Tryptophan biosynthesis
A4VHV6	TYPH_STUS1	Putative thymidine phosphorylase (EC 2.4.2.4) (TdRPase)	PST_0860	Stutzerimonas stutzeri (strain A1501) (Pseudomonas stutzeri)	526	Glycosyltransferase;Reference proteome;Transferase
A4VUG6	PYRR_STRSY	Bifunctional protein PyrR [Includes: Pyrimidine operon regulatory protein; Uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9)]	pyrR SSU05_0789	Streptococcus suis (strain 05ZYH33)	173	Glycosyltransferase;RNA-binding;Transcription;Transcription regulation;Transcription termination;Transferase
A4W0Q9	PYRR_STRS2	Bifunctional protein PyrR [Includes: Pyrimidine operon regulatory protein; Uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9)]	pyrR SSU98_0790	Streptococcus suis (strain 98HAH33)	173	Glycosyltransferase;RNA-binding;Transcription;Transcription regulation;Transcription termination;Transferase
A4W6S7	LPXB_ENT38	Lipid-A-disaccharide synthase (EC 2.4.1.182)	lpxB Ent638_0720	Enterobacter sp. (strain 638)	382	Glycosyltransferase;Lipid A biosynthesis;Lipid biosynthesis;Lipid metabolism;Reference proteome;Transferase
A4W7F3	APT_ENT38	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt Ent638_0949	Enterobacter sp. (strain 638)	183	Cytoplasm;Glycosyltransferase;Purine salvage;Reference proteome;Transferase
A4W964	OPGH_ENT38	Glucans biosynthesis glucosyltransferase H (EC 2.4.1.-)	mdoH opgH Ent638_1565	Enterobacter sp. (strain 638)	842	Cell inner membrane;Cell membrane;Glycosyltransferase;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix
A4WFL2	GLGA_ENT38	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA Ent638_3837	Enterobacter sp. (strain 638)	478	Glycogen biosynthesis;Glycosyltransferase;Reference proteome;Transferase
A4WG18	WECG_ENT38	UDP-N-acetyl-D-mannosaminuronic acid transferase (UDP-ManNAcA transferase) (EC 2.4.1.180)	wecG rffM Ent638_3993	Enterobacter sp. (strain 638)	247	Glycosyltransferase;Reference proteome;Transferase
A4WPB6	PYRE_CERS5	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE Rsph17025_0324	Cereibacter sphaeroides (strain ATCC 17025 / ATH 2.4.3) (Rhodobacter sphaeroides)	232	Glycosyltransferase;Magnesium;Pyrimidine biosynthesis;Transferase
A4WRE3	COBT_CERS5	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (NN:DBI PRT) (EC 2.4.2.21) (N(1)-alpha-phosphoribosyltransferase)	cobT Rsph17025_1056	Cereibacter sphaeroides (strain ATCC 17025 / ATH 2.4.3) (Rhodobacter sphaeroides)	338	Cobalamin biosynthesis;Glycosyltransferase;Transferase
A4WRM2	GLGA_CERS5	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA Rsph17025_1135	Cereibacter sphaeroides (strain ATCC 17025 / ATH 2.4.3) (Rhodobacter sphaeroides)	478	Glycogen biosynthesis;Glycosyltransferase;Transferase
A4WX68	TRPD_CERS5	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD Rsph17025_3098	Cereibacter sphaeroides (strain ATCC 17025 / ATH 2.4.3) (Rhodobacter sphaeroides)	338	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Transferase;Tryptophan biosynthesis
A4X1R6	MSHA_SALTO	D-inositol 3-phosphate glycosyltransferase (EC 2.4.1.250) (N-acetylglucosamine-inositol-phosphate N-acetylglucosaminyltransferase) (GlcNAc-Ins-P N-acetylglucosaminyltransferase)	mshA Strop_0331	Salinispora tropica (strain ATCC BAA-916 / DSM 44818 / JCM 13857 / NBRC 105044 / CNB-440)	482	Glycosyltransferase;Magnesium;Metal-binding;Reference proteome;Transferase
A4X9Z2	TRPD_SALTO	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD Strop_3298	Salinispora tropica (strain ATCC BAA-916 / DSM 44818 / JCM 13857 / NBRC 105044 / CNB-440)	353	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Reference proteome;Transferase;Tryptophan biosynthesis
A4XAM8	COBT_SALTO	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (NN:DBI PRT) (EC 2.4.2.21) (N(1)-alpha-phosphoribosyltransferase)	cobT Strop_3546	Salinispora tropica (strain ATCC BAA-916 / DSM 44818 / JCM 13857 / NBRC 105044 / CNB-440)	364	Cobalamin biosynthesis;Glycosyltransferase;Reference proteome;Transferase
A4XHL5	GLGA_CALS8	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA Csac_0781	Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331)	477	Glycogen biosynthesis;Glycosyltransferase;Reference proteome;Transferase
A4XKS9	PYRR_CALS8	Bifunctional protein PyrR [Includes: Pyrimidine operon regulatory protein; Uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9)]	pyrR Csac_1929	Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331)	182	Glycosyltransferase;Reference proteome;RNA-binding;Transcription;Transcription regulation;Transcription termination;Transferase
A4XL26	HIS1_CALS8	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG Csac_2026	Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331)	209	Amino-acid biosynthesis;ATP-binding;Cytoplasm;Glycosyltransferase;Histidine biosynthesis;Nucleotide-binding;Reference proteome;Transferase
A4XLM7	TRPD_CALS8	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD Csac_2234	Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331)	336	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Reference proteome;Transferase;Tryptophan biosynthesis
A4XQN5	HIS1_ECTM1	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG Pmen_0883	Ectopseudomonas mendocina (strain ymp) (Pseudomonas mendocina)	211	Amino-acid biosynthesis;ATP-binding;Cytoplasm;Glycosyltransferase;Histidine biosynthesis;Nucleotide-binding;Transferase
A4XT55	COBT_ECTM1	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (NN:DBI PRT) (EC 2.4.2.21) (N(1)-alpha-phosphoribosyltransferase)	cobT Pmen_1757	Ectopseudomonas mendocina (strain ymp) (Pseudomonas mendocina)	351	Cobalamin biosynthesis;Glycosyltransferase;Transferase
A4XVK6	APT_ECTM1	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt Pmen_2616	Ectopseudomonas mendocina (strain ymp) (Pseudomonas mendocina)	182	Cytoplasm;Glycosyltransferase;Purine salvage;Transferase
A4XWS8	LPXB_ECTM1	Lipid-A-disaccharide synthase (EC 2.4.1.182)	lpxB Pmen_3040	Ectopseudomonas mendocina (strain ymp) (Pseudomonas mendocina)	377	Glycosyltransferase;Lipid A biosynthesis;Lipid biosynthesis;Lipid metabolism;Transferase
A4XZC6	TRPD_ECTM1	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD Pmen_3945	Ectopseudomonas mendocina (strain ymp) (Pseudomonas mendocina)	348	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Transferase;Tryptophan biosynthesis
A4Y556	LPXB_SHEPC	Lipid-A-disaccharide synthase (EC 2.4.1.182)	lpxB Sputcn32_1361	Shewanella putrefaciens (strain CN-32 / ATCC BAA-453)	384	Glycosyltransferase;Lipid A biosynthesis;Lipid biosynthesis;Lipid metabolism;Transferase
A4Y768	OPGH_SHEPC	Glucans biosynthesis glucosyltransferase H (EC 2.4.1.-)	opgH Sputcn32_2080	Shewanella putrefaciens (strain CN-32 / ATCC BAA-453)	727	Cell inner membrane;Cell membrane;Glycosyltransferase;Membrane;Transferase;Transmembrane;Transmembrane helix
A4Y843	TRPD_SHEPC	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD Sputcn32_2405	Shewanella putrefaciens (strain CN-32 / ATCC BAA-453)	348	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Transferase;Tryptophan biosynthesis
A4Y9A7	TYPH_SHEPC	Thymidine phosphorylase (EC 2.4.2.4) (TdRPase)	deoA Sputcn32_2821	Shewanella putrefaciens (strain CN-32 / ATCC BAA-453)	443	Glycosyltransferase;Transferase
A4Y9P3	COBT_SHEPC	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (NN:DBI PRT) (EC 2.4.2.21) (N(1)-alpha-phosphoribosyltransferase)	cobT Sputcn32_2961	Shewanella putrefaciens (strain CN-32 / ATCC BAA-453)	350	Cobalamin biosynthesis;Glycosyltransferase;Transferase
A4YHE2	TRPD_METS5	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD Msed_1689	Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2)	343	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Reference proteome;Transferase;Tryptophan biosynthesis
A4YL97	PYRE_BRASO	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE BRADO0748	Bradyrhizobium sp. (strain ORS 278)	185	Glycosyltransferase;Magnesium;Pyrimidine biosynthesis;Transferase
A4YRL1	TYPH_BRASO	Putative thymidine phosphorylase (EC 2.4.2.4) (TdRPase)	BRADO2724	Bradyrhizobium sp. (strain ORS 278)	509	Glycosyltransferase;Transferase
A4YXK4	COBT_BRASO	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (NN:DBI PRT) (EC 2.4.2.21) (N(1)-alpha-phosphoribosyltransferase)	cobT BRADO4918	Bradyrhizobium sp. (strain ORS 278)	351	Cobalamin biosynthesis;Glycosyltransferase;Transferase
A4Z0T3	HIS1_BRASO	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG BRADO6107	Bradyrhizobium sp. (strain ORS 278)	325	Amino-acid biosynthesis;ATP-binding;Cytoplasm;Glycosyltransferase;Histidine biosynthesis;Magnesium;Metal-binding;Nucleotide-binding;Transferase
A5CS25	TRPD_CLAM3	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD CMM_1833	Clavibacter michiganensis subsp. michiganensis (strain NCPPB 382)	351	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Reference proteome;Transferase;Tryptophan biosynthesis
A5CWJ0	HIS1_VESOH	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG COSY_0555	Vesicomyosocius okutanii subsp. Calyptogena okutanii (strain HA)	205	Amino-acid biosynthesis;ATP-binding;Cytoplasm;Glycosyltransferase;Histidine biosynthesis;Nucleotide-binding;Reference proteome;Transferase
A5CXR3	TRPD_VESOH	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD COSY_0117	Vesicomyosocius okutanii subsp. Calyptogena okutanii (strain HA)	339	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Reference proteome;Transferase;Tryptophan biosynthesis
A5D172	PYRR_PELTS	Bifunctional protein PyrR [Includes: Pyrimidine operon regulatory protein; Uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9)]	pyrR PTH_1813	Pelotomaculum thermopropionicum (strain DSM 13744 / JCM 10971 / SI)	181	Glycosyltransferase;Reference proteome;RNA-binding;Transcription;Transcription regulation;Transcription termination;Transferase
A5D197	PYRE_PELTS	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE PTH_1804	Pelotomaculum thermopropionicum (strain DSM 13744 / JCM 10971 / SI)	190	Glycosyltransferase;Magnesium;Pyrimidine biosynthesis;Reference proteome;Transferase
A5D1S5	TRPD_PELTS	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD PTH_1626	Pelotomaculum thermopropionicum (strain DSM 13744 / JCM 10971 / SI)	345	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Reference proteome;Transferase;Tryptophan biosynthesis
A5D3N6	HIS1_PELTS	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG PTH_0960	Pelotomaculum thermopropionicum (strain DSM 13744 / JCM 10971 / SI)	289	Amino-acid biosynthesis;ATP-binding;Cytoplasm;Glycosyltransferase;Histidine biosynthesis;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Transferase
